id,animal_id,client_id,veterinarian_id,organization_id,consultation_date,consultation_type,symptoms,diagnosis,treatment,notes,weight,temperature,heart_rate,respiratory_rate,photos,follow_up_date,follow_up_notes,status,created_at,updated_at
74ae9640-d4bd-469b-84a8-4608358fef39,889a6e4e-2e93-494a-a673-f5c6f9072e0f,e11efd50-30bf-480b-b8f1-1a285cd7dc92,,632f7dff-e8d7-475f-9424-1d24d314d48f,2025-12-30 14:12:39.777+00,urgence,"Fatigue, perte d'appétit",Infection légère,Anti-inflammatoire,,21,38.77659540594794,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
b0c824de-3392-49d3-b111-36a563db0011,1a702629-1fed-47d2-98f8-97acbdbf0fff,c138b8a5-6420-4296-9904-9424f229e338,,632f7dff-e8d7-475f-9424-1d24d314d48f,2025-12-14 14:12:39.777+00,générale,Vomissements,Infection légère,Régime + probiotique,,16,37.47487063683931,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
b7fc1ea7-efc9-4293-a795-9628dd1a9ac7,1a702629-1fed-47d2-98f8-97acbdbf0fff,c138b8a5-6420-4296-9904-9424f229e338,,632f7dff-e8d7-475f-9424-1d24d314d48f,2025-12-19 14:12:39.777+00,urgence,Démangeaisons,Otite externe,Shampoing thérapeutique,,12,38.39941386551642,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
4766653f-3602-4ad9-9851-25233b3f45e1,e267f34f-29d0-4a7b-b10c-ae7e18b3e19a,c138b8a5-6420-4296-9904-9424f229e338,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-04-26 14:12:39.777+00,générale,"Fatigue, perte d'appétit",Dermatite allergique,Régime + probiotique,,27,38.150024544234476,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
43ea9cf3-3abc-4d35-94f5-6179f87d4010,e267f34f-29d0-4a7b-b10c-ae7e18b3e19a,c138b8a5-6420-4296-9904-9424f229e338,,632f7dff-e8d7-475f-9424-1d24d314d48f,2025-12-09 14:12:39.777+00,suivi,Boiterie patte avant,Otite externe,Régime + probiotique,,30,38.792898564493015,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
693aad29-83dd-434a-8b27-f53995e0d62f,e267f34f-29d0-4a7b-b10c-ae7e18b3e19a,c138b8a5-6420-4296-9904-9424f229e338,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-02-22 14:12:39.777+00,suivi,Boiterie patte avant,Dermatite allergique,Antibiotique 7j,,6,37.69187029379585,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
c9f12fea-616d-46c4-96eb-9132677e63e2,d9926582-42ec-41e6-b087-924ee7c00242,e8d127b7-344b-419b-b397-92e295dccda9,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-03-27 14:12:39.777+00,générale,Boiterie patte avant,Gastrite,Shampoing thérapeutique,,23,37.2986794663044,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
7df85f6d-5284-4a26-a11f-7053c1a0642e,d9926582-42ec-41e6-b087-924ee7c00242,e8d127b7-344b-419b-b397-92e295dccda9,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-01-07 14:12:39.777+00,urgence,Vomissements,Gastrite,Antibiotique 7j,,5,38.48448932283537,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
155921f5-a221-4b9e-9cad-547e8c4b164a,d9926582-42ec-41e6-b087-924ee7c00242,e8d127b7-344b-419b-b397-92e295dccda9,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-01-07 14:12:39.777+00,urgence,"Fatigue, perte d'appétit",Otite externe,Antibiotique 7j,,11,38.30505225103358,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
9583045d-3ded-4fce-96f8-11d5fef392b1,29e8795c-6821-434c-bfb7-80dd684dfa94,e8d127b7-344b-419b-b397-92e295dccda9,,632f7dff-e8d7-475f-9424-1d24d314d48f,2025-12-24 14:12:39.777+00,vaccination,Vomissements,Dermatite allergique,Shampoing thérapeutique,,25,38.5056819193297,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
7d7a9767-d3f7-4168-bb40-b05e21aa7e47,29e8795c-6821-434c-bfb7-80dd684dfa94,e8d127b7-344b-419b-b397-92e295dccda9,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-03-07 14:12:39.777+00,générale,Démangeaisons,Otite externe,Antibiotique 7j,,14,37.654893657924674,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
fc2d8096-0171-455c-b871-3b9bb0480f3b,29e8795c-6821-434c-bfb7-80dd684dfa94,e8d127b7-344b-419b-b397-92e295dccda9,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-03-14 14:12:39.777+00,générale,Vomissements,Gastrite,Régime + probiotique,,9,37.946668572107505,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
53b32fe6-3288-4b27-820a-a7c7d2ad9246,de62938f-abcf-4f5c-978a-a744f487366a,d6ccecdd-46d8-43a8-b1c0-7135d3dbe7b7,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-01-13 14:12:39.777+00,générale,Boiterie patte avant,Dermatite allergique,Régime + probiotique,,22,37.8917294670842,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
7a094ecb-617f-4b4c-8382-0e2ad3c2190d,de62938f-abcf-4f5c-978a-a744f487366a,d6ccecdd-46d8-43a8-b1c0-7135d3dbe7b7,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-04-27 14:12:39.777+00,vaccination,"Fatigue, perte d'appétit",Dermatite allergique,Antibiotique 7j,,12,38.43174288686992,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
5d1c2128-d75f-4a4b-8968-36e33cf8143b,b47dcd34-e63e-425d-8639-e3f010837891,d6ccecdd-46d8-43a8-b1c0-7135d3dbe7b7,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-01-13 14:12:39.777+00,générale,Boiterie patte avant,Otite externe,Shampoing thérapeutique,,17,38.126719266654334,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
f223fea2-125f-4e37-bd1e-53d5f3b551f7,b47dcd34-e63e-425d-8639-e3f010837891,d6ccecdd-46d8-43a8-b1c0-7135d3dbe7b7,,632f7dff-e8d7-475f-9424-1d24d314d48f,2025-11-25 14:12:39.777+00,vaccination,Vomissements,Otite externe,Régime + probiotique,,26,38.97075317998885,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
e941acab-e145-4155-9253-1da70db66db8,b47dcd34-e63e-425d-8639-e3f010837891,d6ccecdd-46d8-43a8-b1c0-7135d3dbe7b7,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-03-18 14:12:39.777+00,urgence,"Fatigue, perte d'appétit",Gastrite,Antibiotique 7j,,10,37.92967399342694,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
584df6ee-ab9f-424c-abc8-88cbb588e69e,8b05ed05-f8ae-4d23-8fbe-3d16103eafab,4018b275-7fb6-4277-b25c-e09198647abf,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-04-26 14:12:39.777+00,vaccination,Vomissements,Otite externe,Anti-inflammatoire,,12,37.83454047014808,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
1762ae4b-82f7-459f-9233-3fe9d14eb742,8b05ed05-f8ae-4d23-8fbe-3d16103eafab,4018b275-7fb6-4277-b25c-e09198647abf,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-05-13 14:12:39.777+00,générale,Boiterie patte avant,Otite externe,Anti-inflammatoire,,14,37.59411417237683,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
e9e3a948-551d-4413-a7c7-dceac60857ae,8b05ed05-f8ae-4d23-8fbe-3d16103eafab,4018b275-7fb6-4277-b25c-e09198647abf,,632f7dff-e8d7-475f-9424-1d24d314d48f,2025-12-30 14:12:39.777+00,générale,Démangeaisons,Otite externe,Shampoing thérapeutique,,27,38.694895973986505,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
28247671-ed78-4721-8cd7-1b631a8566a9,7aee99e8-b006-4889-b38d-76129818eadd,a8e5a7b6-5e5a-4915-ae7f-a1688f07891e,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-02-02 14:12:39.777+00,urgence,Boiterie patte avant,Infection légère,Antibiotique 7j,,13,37.609635164011436,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
08ab9356-03ab-4746-b0f1-48735c91e4d6,ed84a1ac-caf4-47ea-913d-9f734c363463,cf7d5ac1-e9e6-413a-a98d-edc7ac13951f,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-01-05 14:12:39.777+00,générale,"Fatigue, perte d'appétit",Gastrite,Régime + probiotique,,21,37.017723814416236,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
8c44052b-3822-4f7c-859d-7aca1f5f42cf,ed84a1ac-caf4-47ea-913d-9f734c363463,cf7d5ac1-e9e6-413a-a98d-edc7ac13951f,,632f7dff-e8d7-475f-9424-1d24d314d48f,2025-11-24 14:12:39.777+00,vaccination,Vomissements,Dermatite allergique,Shampoing thérapeutique,,10,38.209860349507295,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
e5488c56-9a7c-4501-99d7-7ed908c98c58,159892bc-47ce-4b53-8438-1a7914a176b0,cf7d5ac1-e9e6-413a-a98d-edc7ac13951f,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-04-15 14:12:39.777+00,générale,Démangeaisons,Dermatite allergique,Anti-inflammatoire,,7,38.843692836663784,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
0cea8026-4472-48ac-8ca4-0e6f90c77ce9,159892bc-47ce-4b53-8438-1a7914a176b0,cf7d5ac1-e9e6-413a-a98d-edc7ac13951f,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-01-24 14:12:39.777+00,vaccination,Vomissements,Otite externe,Régime + probiotique,,33,37.09629830035349,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
9920d3ab-714e-42c6-ba64-2c16ddf2fb70,159892bc-47ce-4b53-8438-1a7914a176b0,cf7d5ac1-e9e6-413a-a98d-edc7ac13951f,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-03-07 14:12:39.777+00,vaccination,Démangeaisons,Otite externe,Antibiotique 7j,,17,37.08568650780411,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
dbb8cc59-2435-4709-8450-22397b715c83,f09c1fc3-8489-45d0-98e9-63ad3bc4c189,f46a99cc-f4dd-4d19-9da9-3f81886d4a10,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-01-07 14:12:39.777+00,urgence,Démangeaisons,Dermatite allergique,Régime + probiotique,,21,38.254759458586406,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
fca870f8-e33f-4206-8ebd-f8b7b05b3398,f09c1fc3-8489-45d0-98e9-63ad3bc4c189,f46a99cc-f4dd-4d19-9da9-3f81886d4a10,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-04-30 14:12:39.777+00,suivi,"Fatigue, perte d'appétit",Dermatite allergique,Régime + probiotique,,19,37.00069504187475,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
d9aa6697-c18c-4a26-9e05-f29d2ee9e379,f09c1fc3-8489-45d0-98e9-63ad3bc4c189,f46a99cc-f4dd-4d19-9da9-3f81886d4a10,,632f7dff-e8d7-475f-9424-1d24d314d48f,2026-02-24 14:12:39.777+00,vaccination,Vomissements,Gastrite,Anti-inflammatoire,,7,37.38550791761574,,,,,,completed,2026-06-06 14:12:39.82874+00,2026-06-06 14:12:39.82874+00
6e296010-8cfd-43e0-b88a-8708ed2541a6,9affd063-bf6a-4569-8d57-a0b6c5708d5e,6fffc58a-a5d8-4f3d-8ac1-5409beb1e355,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-03-27 14:12:40.562+00,vaccination,Boiterie patte avant,Infection légère,Shampoing thérapeutique,,19,37.51648344370736,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
2f247cf2-d1c2-48be-b68d-db2b3b78bc99,0e0b23b5-721c-4a40-abd3-2f281f555496,abdc8306-4bf5-4f2d-b7fc-580a628327d3,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-04-15 14:12:40.562+00,suivi,Vomissements,Infection légère,Shampoing thérapeutique,,6,37.26091333106726,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
4c994e36-a0c5-4ac9-8b43-db309ba393fa,0e0b23b5-721c-4a40-abd3-2f281f555496,abdc8306-4bf5-4f2d-b7fc-580a628327d3,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-01-28 14:12:40.562+00,vaccination,Vomissements,Gastrite,Antibiotique 7j,,2,38.6488282521338,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
ed156ccf-3b91-434e-b6f5-80327208c227,e5aa242b-916a-4049-a007-8c004d857ee4,d6542d30-a06a-4b57-8ae2-8bde423c64e0,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-06-01 14:12:40.562+00,générale,Boiterie patte avant,Dermatite allergique,Anti-inflammatoire,,27,38.592703690857135,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
8fd7a21f-ae2c-4c19-bb97-c26dfeb3eb83,e5aa242b-916a-4049-a007-8c004d857ee4,d6542d30-a06a-4b57-8ae2-8bde423c64e0,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-03-27 14:12:40.562+00,générale,Vomissements,Infection légère,Shampoing thérapeutique,,34,37.76905712573945,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
05385bae-09a6-498e-8049-6fbe547c9fc6,351a6c47-586b-4ec9-97fc-44246d048326,d6542d30-a06a-4b57-8ae2-8bde423c64e0,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-04-29 14:12:40.562+00,générale,Démangeaisons,Otite externe,Antibiotique 7j,,24,38.26391176231812,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
ab4e8275-e1ce-4567-8015-2e361d97dd0c,3e9c63d0-e94d-4d16-9b3a-456b5ff25a45,c665670d-9cfa-4523-9aeb-46d3724be1e5,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-01-11 14:12:40.562+00,urgence,Vomissements,Dermatite allergique,Shampoing thérapeutique,,30,38.84889243053476,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
334cf7ab-2a05-45b8-b3c1-755d75951227,27cdd6e3-0117-4233-8696-8bbe1701ee77,c665670d-9cfa-4523-9aeb-46d3724be1e5,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-03-17 14:12:40.562+00,urgence,Boiterie patte avant,Gastrite,Anti-inflammatoire,,18,37.138566503086366,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
2e2f5c8c-f6e4-47de-875d-7ff9c5c38aad,27cdd6e3-0117-4233-8696-8bbe1701ee77,c665670d-9cfa-4523-9aeb-46d3724be1e5,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-02-28 14:12:40.562+00,vaccination,"Fatigue, perte d'appétit",Gastrite,Régime + probiotique,,20,37.12571764865399,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
82c080a7-237c-40fb-af51-ca156b033f25,10bd1329-23fd-4239-b41a-56509c98b6a3,77d1cd1f-7377-47b8-8b49-0904b0e4ff9a,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-02-22 14:12:40.562+00,urgence,Boiterie patte avant,Otite externe,Antibiotique 7j,,17,37.30685049464503,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
28720889-427e-4fc5-b4a9-e4bac9f1dd84,b7197867-b6cf-4895-8a95-d93f1d9e3bfc,77d1cd1f-7377-47b8-8b49-0904b0e4ff9a,,26491e2b-2ae5-47af-b474-6a0add18d31a,2025-12-30 14:12:40.562+00,urgence,Boiterie patte avant,Dermatite allergique,Régime + probiotique,,35,37.65221172174087,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
e87f44f3-500b-44ad-b0be-3f444a07d192,b7197867-b6cf-4895-8a95-d93f1d9e3bfc,77d1cd1f-7377-47b8-8b49-0904b0e4ff9a,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-05-06 14:12:40.562+00,générale,Boiterie patte avant,Infection légère,Régime + probiotique,,23,38.40730898003882,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
f16fafbe-6a6e-4ea2-816f-ffbbd5593c1f,81a2a6e5-8e17-4980-babb-fd72eabffd0f,a5fd2de2-75ca-494b-bbae-96646b537686,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-03-08 14:12:40.562+00,urgence,"Fatigue, perte d'appétit",Gastrite,Antibiotique 7j,,26,38.68628508406278,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
7a3474b2-fc10-47b3-8955-773cc782713e,81a2a6e5-8e17-4980-babb-fd72eabffd0f,a5fd2de2-75ca-494b-bbae-96646b537686,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-02-22 14:12:40.562+00,générale,Vomissements,Infection légère,Antibiotique 7j,,9,38.052163741124026,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
e383f728-c330-4133-922d-b43b93c94526,439f79c0-865f-4290-9924-9a5daca4188d,a5fd2de2-75ca-494b-bbae-96646b537686,,26491e2b-2ae5-47af-b474-6a0add18d31a,2025-12-20 14:12:40.562+00,vaccination,Boiterie patte avant,Gastrite,Anti-inflammatoire,,11,38.16223638924559,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
2be1a0f4-f4a3-41e1-a147-f2380154dc41,439f79c0-865f-4290-9924-9a5daca4188d,a5fd2de2-75ca-494b-bbae-96646b537686,,26491e2b-2ae5-47af-b474-6a0add18d31a,2025-12-11 14:12:40.562+00,suivi,Démangeaisons,Gastrite,Shampoing thérapeutique,,13,38.694908233761716,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
2fcf47c3-8af3-4ced-8237-26e5da125769,439f79c0-865f-4290-9924-9a5daca4188d,a5fd2de2-75ca-494b-bbae-96646b537686,,26491e2b-2ae5-47af-b474-6a0add18d31a,2025-12-25 14:12:40.562+00,vaccination,"Fatigue, perte d'appétit",Infection légère,Shampoing thérapeutique,,2,38.66883707487891,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
9be32236-9e9a-42dc-bc78-91a218f0bd8a,41aa293a-37c7-4283-8aa9-39eb5e68095e,c570280a-eeed-47fc-9a50-9f6bc431e1fc,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-04-08 14:12:40.562+00,générale,"Fatigue, perte d'appétit",Otite externe,Anti-inflammatoire,,35,37.33948052546979,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
73b4651f-1f47-4274-b49a-369b0ad707f8,41aa293a-37c7-4283-8aa9-39eb5e68095e,c570280a-eeed-47fc-9a50-9f6bc431e1fc,,26491e2b-2ae5-47af-b474-6a0add18d31a,2025-12-07 14:12:40.562+00,urgence,Vomissements,Infection légère,Antibiotique 7j,,20,38.56602105720248,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
c440c671-6c8b-401b-9f10-2301337498a7,41aa293a-37c7-4283-8aa9-39eb5e68095e,c570280a-eeed-47fc-9a50-9f6bc431e1fc,,26491e2b-2ae5-47af-b474-6a0add18d31a,2025-12-30 14:12:40.562+00,suivi,"Fatigue, perte d'appétit",Gastrite,Antibiotique 7j,,7,38.68116922940398,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
59f8c5bb-426d-4b7b-addf-6826b545b12b,8f0a87db-855d-4076-958e-e76537fbb1d0,c570280a-eeed-47fc-9a50-9f6bc431e1fc,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-05-31 14:12:40.562+00,vaccination,"Fatigue, perte d'appétit",Otite externe,Anti-inflammatoire,,33,38.720737291158684,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
923acb60-e979-47fe-8c6b-a4dbbfb0ada0,fb25d6c2-6e54-46fd-91fd-295c81c82c81,f28366a5-a1b0-4c07-8da3-cd20ed2bb92d,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-05-30 14:12:40.562+00,suivi,Démangeaisons,Dermatite allergique,Régime + probiotique,,27,38.89447827954473,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
5b271091-853e-410f-8fe6-29c94789fc3e,fb25d6c2-6e54-46fd-91fd-295c81c82c81,f28366a5-a1b0-4c07-8da3-cd20ed2bb92d,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-04-28 14:12:40.562+00,suivi,Vomissements,Infection légère,Régime + probiotique,,16,38.22444187512333,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
193b8509-806d-4eb0-948a-37844d32e8e2,fb25d6c2-6e54-46fd-91fd-295c81c82c81,f28366a5-a1b0-4c07-8da3-cd20ed2bb92d,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-04-29 14:12:40.562+00,suivi,Démangeaisons,Dermatite allergique,Shampoing thérapeutique,,25,37.96025113887761,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
d88ee8d6-cacc-4d0d-94bd-c8966ee4e7ba,530f55aa-4fbd-4dfa-9ddc-07ba841baf36,f28366a5-a1b0-4c07-8da3-cd20ed2bb92d,,26491e2b-2ae5-47af-b474-6a0add18d31a,2026-02-13 14:12:40.562+00,suivi,"Fatigue, perte d'appétit",Dermatite allergique,Anti-inflammatoire,,30,38.96122584427461,,,,,,completed,2026-06-06 14:12:40.598495+00,2026-06-06 14:12:40.598495+00
